State,Position,District,Dem Projected,Dem Actual,Dem Probability,Rep Projected,Rep Actual,Rep Probability,Other Projected,Other Actual,Other Probability,Rating,Winner,Correct,Error
GA,Attorney General,Statewide,47.63,48.7,17.56,52.37,51.3,82.44,,,
GA,Governor,Statewide,47.59,48.83,26.37,50.8,50.22,73.63,,,
GA,Lieutenant Governor,Statewide,47.84,48.37,19.77,52.16,51.63,80.23,,,
GA,Secretary Of State,Statewide,47.23,48.67,20.88,51.35,49.09,79.12,1.41,2.23,0.01
GA,State Representative,1,,,,100.0,100.0,100.00,,,
GA,State Representative,10,,,,100.0,100.0,100.00,,,
GA,State Representative,100,100.0,100.0,100.00,,,,,,
GA,State Representative,101,61.13,58.81,99.99,38.87,41.19,0.01,,,
GA,State Representative,102,46.45,51.41,8.1,53.55,48.59,91.90,,,
GA,State Representative,103,,,,100.0,100.0,100.00,,,
GA,State Representative,104,47.24,46.63,13.89,52.76,53.37,86.11,,,
GA,State Representative,105,49.82,58.37,47.17,50.18,41.63,52.83,,,
GA,State Representative,106,,,,100.0,100.0,100.00,,,
GA,State Representative,107,52.4,58.79,82.79,47.6,41.21,17.21,,,
GA,State Representative,108,44.05,50.68,0.96,55.95,49.32,99.04,,,
GA,State Representative,109,43.97,48.46,0.89,56.03,51.54,99.11,,,
GA,State Representative,11,24.43,14.05,0.01,75.57,85.95,99.99,,,
GA,State Representative,110,,,,100.0,100.0,100.00,,,
GA,State Representative,111,48.83,56.59,32.2,51.17,43.41,67.80,,,
GA,State Representative,112,,,,100.0,100.0,100.00,,,
GA,State Representative,113,100.0,100.0,100.00,,,,,,
GA,State Representative,114,,,,100.0,100.0,100.00,,,
GA,State Representative,115,,,,100.0,100.0,100.00,,,
GA,State Representative,116,,,,100.0,100.0,100.00,,,
GA,State Representative,117,51.41,46.45,71.04,48.59,53.55,28.96,,,
GA,State Representative,118,100.0,100.0,100.00,,,,,,
GA,State Representative,119,52.28,47.22,81.47,47.72,52.78,18.53,,,
GA,State Representative,12,,,,100.0,100.0,100.00,,,
GA,State Representative,120,35.39,31.61,0.01,64.61,68.39,99.99,,,
GA,State Representative,121,,,,100.0,100.0,100.00,,,
GA,State Representative,122,,,,100.0,100.0,100.00,,,
GA,State Representative,123,34.58,33.14,0.01,65.42,66.86,99.99,,,
GA,State Representative,124,100.0,100.0,100.00,,,,,,
GA,State Representative,125,100.0,100.0,100.00,,,,,,
GA,State Representative,126,72.64,69.53,99.99,27.36,30.47,0.01,,,
GA,State Representative,127,100.0,100.0,100.00,,,,,,
GA,State Representative,128,63.37,57.01,99.99,36.63,42.99,0.01,,,
GA,State Representative,129,,,,100.0,100.0,100.00,,,
GA,State Representative,13,34.23,33.44,0.01,65.77,66.56,99.99,,,
GA,State Representative,130,,,,100.0,100.0,100.00,,,
GA,State Representative,131,29.57,26.25,0.01,70.43,73.75,99.99,,,
GA,State Representative,132,61.98,52.2,99.99,38.02,47.8,0.01,,,
GA,State Representative,133,,,,100.0,100.0,100.00,,,
GA,State Representative,134,,,,100.0,100.0,100.00,,,
GA,State Representative,135,100.0,100.0,100.00,,,,,,
GA,State Representative,136,100.0,100.0,100.00,,,,,,
GA,State Representative,137,100.0,100.0,100.00,,,,,,
GA,State Representative,138,57.02,48.21,99.71,42.98,51.79,0.29,,,
GA,State Representative,139,100.0,100.0,100.00,,,,,,
GA,State Representative,140,,,,100.0,100.0,100.00,,,
GA,State Representative,141,,,,100.0,100.0,100.00,,,
GA,State Representative,142,100.0,100.0,100.00,,,,,,
GA,State Representative,143,100.0,100.0,100.00,,,,,,
GA,State Representative,144,40.18,34.62,0.01,59.82,65.38,99.99,,,
GA,State Representative,145,,,,100.0,100.0,100.00,,,
GA,State Representative,146,,,,100.0,100.0,100.00,,,
GA,State Representative,147,42.56,45.85,0.18,57.44,54.15,99.82,,,
GA,State Representative,148,33.53,30.55,0.01,66.47,69.45,99.99,,,
GA,State Representative,149,,,,100.0,100.0,100.00,,,
GA,State Representative,15,,,,100.0,100.0,100.00,,,
GA,State Representative,150,,,,100.0,100.0,100.00,,,
GA,State Representative,151,44.19,46.47,1.12,55.81,53.53,98.88,,,
GA,State Representative,152,30.49,25.96,0.01,69.51,74.04,99.99,,,
GA,State Representative,153,71.46,65.47,99.99,28.54,34.53,0.01,,,
GA,State Representative,154,100.0,100.0,100.00,,,,,,
GA,State Representative,155,,,,100.0,100.0,100.00,,,
GA,State Representative,156,,,,100.0,100.0,100.00,,,
GA,State Representative,157,,,,100.0,100.0,100.00,,,
GA,State Representative,158,,,,100.0,100.0,100.00,,,
GA,State Representative,159,,,,100.0,100.0,100.00,,,
GA,State Representative,16,,,,100.0,100.0,100.00,,,
GA,State Representative,160,,,,100.0,100.0,100.00,,,
GA,State Representative,161,36.03,36.55,0.01,63.97,63.45,99.99,,,
GA,State Representative,162,100.0,100.0,100.00,,,,,,
GA,State Representative,163,100.0,100.0,100.00,,,,,,
GA,State Representative,164,42.6,47.54,0.19,57.4,52.46,99.81,,,
GA,State Representative,165,100.0,100.0,100.00,,,,,,
GA,State Representative,166,,,,100.0,100.0,100.00,,,
GA,State Representative,167,32.63,32.12,0.01,67.37,67.88,99.99,,,
GA,State Representative,168,100.0,100.0,100.00,,,,,,
GA,State Representative,169,,,,100.0,100.0,100.00,,,
GA,State Representative,17,32.04,26.8,0.01,67.96,73.2,99.99,,,
GA,State Representative,170,,,,100.0,100.0,100.00,,,
GA,State Representative,171,,,,100.0,100.0,100.00,,,
GA,State Representative,172,,,,100.0,100.0,100.00,,,
GA,State Representative,173,41.58,38.98,0.05,58.42,61.02,99.95,,,
GA,State Representative,174,,,,100.0,100.0,100.00,,,
GA,State Representative,175,37.61,28.49,0.01,62.39,71.51,99.99,,,
GA,State Representative,176,,,,100.0,100.0,100.00,,,
GA,State Representative,177,100.0,100.0,100.00,,,,,,
GA,State Representative,178,23.24,10.57,0.01,76.76,89.43,99.99,,,
GA,State Representative,179,39.8,42.24,0.01,60.2,57.76,99.99,,,
GA,State Representative,18,30.86,25.79,0.01,69.14,74.21,99.99,,,
GA,State Representative,180,,,,100.0,100.0,100.00,,,
GA,State Representative,19,36.0,37.38,0.01,64.0,62.62,99.99,,,
GA,State Representative,2,,,,100.0,100.0,100.00,,,
GA,State Representative,20,32.53,30.09,0.01,67.47,69.91,99.99,,,
GA,State Representative,21,30.9,25.3,0.01,69.1,74.7,99.99,,,
GA,State Representative,22,27.34,24.11,0.01,72.66,75.89,99.99,,,
GA,State Representative,23,30.9,25.15,0.01,69.1,74.85,99.99,,,
GA,State Representative,24,,,,100.0,100.0,100.00,,,
GA,State Representative,25,29.69,36.02,0.01,70.31,63.98,99.99,,,
GA,State Representative,26,,,,100.0,100.0,100.00,,,
GA,State Representative,27,,,,100.0,100.0,100.00,,,
GA,State Representative,29,,,,85.86,67.92,99.99,14.14,32.08,0.01
GA,State Representative,3,,,,100.0,100.0,100.00,,,
GA,State Representative,30,30.58,27.18,0.01,69.42,72.82,99.99,,,
GA,State Representative,31,,,,100.0,100.0,100.00,,,
GA,State Representative,32,,,,100.0,100.0,100.00,,,
GA,State Representative,33,,,,100.0,100.0,100.00,,,
GA,State Representative,34,41.09,42.33,0.03,58.91,57.67,99.97,,,
GA,State Representative,35,44.44,47.7,1.44,55.56,52.3,98.56,,,
GA,State Representative,36,39.37,34.18,0.01,60.63,65.82,99.99,,,
GA,State Representative,37,47.73,50.37,18.6,52.27,49.63,81.40,,,
GA,State Representative,38,100.0,100.0,100.00,,,,,,
GA,State Representative,39,79.61,83.23,99.99,20.39,16.77,0.01,,,
GA,State Representative,4,,,,100.0,100.0,100.00,,,
GA,State Representative,40,51.29,54.68,69.48,48.71,45.32,30.52,,,
GA,State Representative,41,67.25,70.61,99.99,32.75,29.39,0.01,,,
GA,State Representative,42,100.0,100.0,100.00,,,,,,
GA,State Representative,43,46.48,48.44,8.28,53.52,51.56,91.72,,,
GA,State Representative,44,41.43,44.63,0.04,58.57,55.37,99.96,,,
GA,State Representative,45,37.29,40.72,0.01,62.71,59.28,99.99,,,
GA,State Representative,46,36.47,38.18,0.01,63.53,61.82,99.99,,,
GA,State Representative,47,32.55,38.36,0.01,67.45,61.64,99.99,,,
GA,State Representative,48,44.1,50.34,1.01,55.9,49.66,98.99,,,
GA,State Representative,49,39.53,45.8,0.01,60.47,54.2,99.99,,,
GA,State Representative,5,25.33,18.44,0.01,74.67,81.56,99.99,,,
GA,State Representative,50,44.61,50.73,1.69,55.39,49.27,98.31,,,
GA,State Representative,51,49.12,51.57,36.45,50.88,48.43,63.55,,,
GA,State Representative,52,43.42,47.72,0.49,56.58,52.28,99.51,,,
GA,State Representative,53,100.0,100.0,100.00,,,,,,
GA,State Representative,54,45.06,51.71,2.6,54.94,48.29,97.40,,,
GA,State Representative,55,100.0,100.0,100.00,,,,,,
GA,State Representative,56,100.0,100.0,100.00,,,,,,
GA,State Representative,57,100.0,100.0,100.00,,,,,,
GA,State Representative,58,100.0,100.0,100.00,,,,,,
GA,State Representative,59,100.0,100.0,100.00,,,,,,
GA,State Representative,6,,,,100.0,100.0,100.00,,,
GA,State Representative,60,100.0,100.0,100.00,,,,,,
GA,State Representative,61,100.0,100.0,100.00,,,,,,
GA,State Representative,62,100.0,100.0,100.00,,,,,,
GA,State Representative,63,100.0,100.0,100.00,,,,,,
GA,State Representative,64,100.0,100.0,100.00,,,,,,
GA,State Representative,65,100.0,100.0,100.00,,,,,,
GA,State Representative,66,100.0,100.0,100.00,,,,,,
GA,State Representative,67,,,,100.0,100.0,100.00,,,
GA,State Representative,68,,,,100.0,100.0,100.00,,,
GA,State Representative,69,,,,100.0,100.0,100.00,,,
GA,State Representative,7,24.37,15.66,0.01,75.63,84.34,99.99,,,
GA,State Representative,70,,,,100.0,100.0,100.00,,,
GA,State Representative,71,31.26,25.57,0.01,68.74,74.43,99.99,,,
GA,State Representative,72,,,,100.0,100.0,100.00,,,
GA,State Representative,73,,,,100.0,100.0,100.00,,,
GA,State Representative,74,100.0,100.0,100.00,,,,,,
GA,State Representative,75,100.0,100.0,100.00,,,,,,
GA,State Representative,76,100.0,100.0,100.00,,,,,,
GA,State Representative,77,100.0,100.0,100.00,,,,,,
GA,State Representative,78,100.0,100.0,100.00,,,,,,
GA,State Representative,79,47.98,53.83,21.31,52.02,46.17,78.69,,,
GA,State Representative,8,,,,100.0,100.0,100.00,,,
GA,State Representative,80,48.12,52.48,22.93,51.88,47.52,77.07,,,
GA,State Representative,81,60.91,64.09,99.99,39.09,35.91,0.01,,,
GA,State Representative,82,100.0,100.0,100.00,,,,,,
GA,State Representative,83,100.0,100.0,100.00,,,,,,
GA,State Representative,84,100.0,100.0,100.00,,,,,,
GA,State Representative,85,100.0,100.0,100.00,,,,,,
GA,State Representative,86,100.0,100.0,100.00,,,,,,
GA,State Representative,87,100.0,100.0,100.00,,,,,,
GA,State Representative,88,92.37,100.0,99.99,,,,,,
GA,State Representative,89,100.0,100.0,100.00,,,,,,
GA,State Representative,9,,,,100.0,100.0,100.00,,,
GA,State Representative,90,78.37,79.92,99.99,21.63,20.08,0.01,,,
GA,State Representative,91,100.0,100.0,100.00,,,,,,
GA,State Representative,92,100.0,100.0,100.00,,,,,,
GA,State Representative,93,100.0,100.0,100.00,,,,,,
GA,State Representative,94,100.0,100.0,100.00,,,,,,
GA,State Representative,95,45.33,51.4,3.32,54.67,48.6,96.68,,,
GA,State Representative,96,100.0,100.0,100.00,,,,,,
GA,State Representative,97,42.09,44.14,0.1,57.91,55.86,99.90,,,
GA,State Representative,98,,,,100.0,100.0,100.00,,,
GA,State Representative,99,100.0,100.0,100.00,,,,,,
GA,State Senator,1,38.36,39.18,0.01,61.64,60.82,99.99,,,
GA,State Senator,10,100.0,100.0,100.00,,,,,,
GA,State Senator,11,,,,100.0,100.0,100.00,,,
GA,State Senator,12,100.0,100.0,100.00,,,,,,
GA,State Senator,13,,,,100.0,100.0,100.00,,,
GA,State Senator,14,32.84,28.96,0.01,67.16,71.04,99.99,,,
GA,State Senator,15,100.0,100.0,100.00,,,,,,
GA,State Senator,16,32.16,31.85,0.01,67.84,68.15,99.99,,,
GA,State Senator,17,44.78,45.53,2.01,55.22,54.47,97.99,,,
GA,State Senator,18,,,,100.0,100.0,100.00,,,
GA,State Senator,19,,,,100.0,100.0,100.00,,,
GA,State Senator,2,100.0,100.0,100.00,,,,,,
GA,State Senator,20,,,,100.0,100.0,100.00,,,
GA,State Senator,21,30.87,29.62,0.01,69.13,70.38,99.99,,,
GA,State Senator,22,100.0,100.0,100.00,,,,,,
GA,State Senator,23,,,,100.0,100.0,100.00,,,
GA,State Senator,24,,,,100.0,100.0,100.00,,,
GA,State Senator,25,,,,100.0,100.0,100.00,,,
GA,State Senator,26,100.0,100.0,100.00,,,,,,
GA,State Senator,27,27.71,27.36,0.01,72.29,72.64,99.99,,,
GA,State Senator,28,,,,100.0,100.0,100.00,,,
GA,State Senator,29,39.43,37.01,0.01,60.57,62.99,99.99,,,
GA,State Senator,3,32.64,32.1,0.01,67.36,67.9,99.99,,,
GA,State Senator,30,,,,100.0,100.0,100.00,,,
GA,State Senator,31,,,,100.0,100.0,100.00,,,
GA,State Senator,32,39.37,42.63,0.01,60.63,57.37,99.99,,,
GA,State Senator,33,100.0,100.0,100.00,,,,,,
GA,State Senator,34,83.61,82.86,99.99,16.39,17.14,0.01,,,
GA,State Senator,35,100.0,100.0,100.00,,,,,,
GA,State Senator,36,100.0,100.0,100.00,,,,,,
GA,State Senator,37,38.93,41.09,0.01,61.07,58.91,99.99,,,
GA,State Senator,38,81.66,82.85,99.99,18.34,17.15,0.01,,,
GA,State Senator,39,100.0,100.0,100.00,,,,,,
GA,State Senator,4,,,,100.0,100.0,100.00,,,
GA,State Senator,40,48.89,54.76,33.11,51.11,45.24,66.89,,,
GA,State Senator,41,100.0,100.0,100.00,,,,,,
GA,State Senator,42,100.0,100.0,100.00,,,,,,
GA,State Senator,43,100.0,100.0,100.00,,,,,,
GA,State Senator,44,100.0,100.0,100.00,,,,,,
GA,State Senator,45,37.95,41.96,0.01,62.05,58.04,99.99,,,
GA,State Senator,46,39.36,39.62,0.01,59.18,60.38,99.99,,,
GA,State Senator,47,34.09,33.54,0.01,65.91,66.46,99.99,,,
GA,State Senator,48,49.02,53.58,34.97,50.98,46.42,65.03,,,
GA,State Senator,49,,,,100.0,100.0,100.00,,,
GA,State Senator,5,100.0,100.0,100.00,,,,,,
GA,State Senator,50,,,,100.0,100.0,100.00,,,
GA,State Senator,51,,,,100.0,100.0,100.00,,,
GA,State Senator,52,30.56,24.22,0.01,69.44,75.78,99.99,,,
GA,State Senator,53,,,,100.0,100.0,100.00,,,
GA,State Senator,54,26.92,20.35,0.01,73.08,79.65,99.99,,,
GA,State Senator,55,81.19,81.56,99.99,18.81,18.44,0.01,,,
GA,State Senator,56,42.78,47.51,0.23,57.22,52.49,99.77,,,
GA,State Senator,6,55.64,58.42,98.67,44.36,41.58,1.33,,,
GA,State Senator,7,,,,100.0,100.0,100.00,,,
GA,State Senator,8,,,,100.0,100.0,100.00,,,
GA,State Senator,9,42.87,48.07,0.26,57.13,51.93,99.74,,,
GA,Superintendent Of Public Instruction,Statewide,48.42,46.98,26.73,51.58,53.02,73.27,,,
GA,U.S. Representative,1,42.96,42.26,0.28,57.04,57.74,99.72,,,
GA,U.S. Representative,10,35.74,37.11,0.01,64.26,62.89,99.99,,,
GA,U.S. Representative,11,35.54,38.21,0.01,64.46,61.79,99.99,,,
GA,U.S. Representative,12,41.68,40.52,0.06,58.32,59.48,99.94,,,
GA,U.S. Representative,13,72.51,76.18,99.99,27.49,23.82,0.01,,,
GA,U.S. Representative,14,27.31,23.5,0.01,72.69,76.5,99.99,,,
GA,U.S. Representative,2,65.62,59.65,99.99,34.38,40.35,0.01,,,
GA,U.S. Representative,3,35.99,34.47,0.01,64.01,65.53,99.99,,,
GA,U.S. Representative,4,76.56,78.85,99.99,23.44,21.15,0.01,,,
GA,U.S. Representative,5,100.0,100.0,100.00,,,,,,
GA,U.S. Representative,6,46.41,50.51,7.91,53.59,49.49,92.09,,,
GA,U.S. Representative,7,46.01,49.93,5.81,53.99,50.07,94.19,,,
GA,U.S. Representative,8,,,,100.0,100.0,100.00,,,
